h_team_wins,day_night,LAN,SDN,COL,ARI,WAS,CIN,SLN,PIT,MIA,SFN,ANA,BAL,DET,CHA,NYA,HOU,MIN,KCA,CLE,OAK,BOS,SEA,TOR,TBA,CHN,TEX,MIL,NYN,ATL,PHI,SEO01,PHO01,CIN09,LOS03,MIA02,SAN02,BAL12,CHI12,HOU03,KAN06,OAK01,SEA03,STP01,ARL03,NYC20,PHI13,CHI11,WAS11,MIL06,STL10,MIN04,ATL03,DEN02,PIT08,SFO03,ANA01,DET05,NYC21,CLE08,TOR02,BOS07,MEX02,LON01,BIR01,WIL02,v_batting_xwoba,h_batting_xwoba,v_batting_k_percent,h_batting_k_percent,v_batting_bb_percent,h_batting_bb_percent,v_batting_barrels_per_pa_percent,h_batting_barrels_per_pa_percent,v_batting_hardhit_percent,h_batting_hardhit_percent,v_batting_launch_speed,h_batting_launch_speed,v_batting_bat_speed,h_batting_bat_speed,v_pitching_xwoba,h_pitching_xwoba,v_pitching_k_percent,h_pitching_k_percent,v_pitching_bb_percent,h_pitching_bb_percent,v_pitching_hardhit_percent,h_pitching_hardhit_percent,v_pitching_barrels_per_bbe_percent,h_pitching_barrels_per_bbe_percent,v_pitching_velocity,h_pitching_velocity,v_pitching_spin_rate,h_pitching_spin_rate,v_pitching_swing_miss_percent,h_pitching_swing_miss_percent
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.2881,21.6889,23.4,7.0111,6.3556,5.9366,4.4277,40.21,36.2567,89.2778,87.6667,70.7889,68.7667,0.336,0.333,20.6,17.4,5.5,8.8,43.1095,37.3796,9.894,8.0925,87.2,85.4,2088,2174,24.0,22.7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3001,0.2984,19.8111,22.6364,8.3444,7.3818,3.7689,4.527,33.4205,36.9449,86.9111,88.4727,67.6667,68.5091,0.317,0.349,23.8,18.7,9.6,7.5,44.0367,37.8738,6.8807,7.6412,91.3,88.7,2314,2375,24.8,21.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3137,0.3328,24.4667,18.6,7.6778,7.5556,6.5681,5.7557,42.7506,40.8403,89.8,88.6111,70.5889,68.9556,0.261,0.308,32.1,25.1,5.6,8.7,31.1628,41.0319,5.5814,7.371,87.1,88.5,2216,2238,31.0,26.0
1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3066,0.2982,26.9111,28.4111,7.4778,8.0778,5.8996,5.1562,42.0183,36.0248,88.7778,88.1778,70.0889,69.8778,0.351,0.299,16.6,24.7,10.5,7.5,41.2017,37.9747,7.2961,8.2278,88.7,89.7,1856,2364,21.6,28.1
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3079,0.2929,23.7,25.6,7.9667,7.8889,4.8983,4.9739,40.5632,36.7501,88.4889,87.4556,70.4111,68.9333,0.32,0.339,12.3,18.9,10.1,5.9,33.0189,42.0152,3.7736,8.7452,86.6,88.7,1781,2104,18.8,19.3
1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.3262,20.9545,23.4556,6.0,9.1889,3.6063,6.3944,36.7099,42.4457,87.3091,89.6778,68.6364,70.4667,0.32,0.327,20.3,18.8,6.6,8.8,39.1382,38.189,9.1562,6.6929,89.3,86.1,2417,1971,22.3,22.2
1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.3338,24.1364,20.7,9.5364,7.8889,5.0028,5.4981,34.9906,40.6169,87.0818,88.6333,68.1091,69.5111,0.394,0.261,20.2,28.5,11.6,6.6,47.7011,33.5984,11.4943,8.3499,91.1,91.4,2357,2392,23.7,27.5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3108,0.3291,25.8,17.8444,8.67,7.4111,5.725,5.1278,41.7002,38.9072,89.06,88.4444,70.06,67.9333,0.276,0.36,27.4,13.9,4.5,13.3,39.2989,38.9381,7.1956,6.1947,90.3,89.7,1859,2182,31.7,18.4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3107,0.301,20.4444,22.4444,8.3,6.4,5.1798,5.5174,36.3655,38.1576,87.6667,88.0889,68.1889,69.4778,0.298,0.249,27.9,34.7,6.0,10.5,45.0413,28.9474,9.7107,5.7018,90.4,89.5,2277,2336,29.0,37.7
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3132,0.2936,23.36,24.8889,6.8,7.0111,5.8068,4.6438,40.1127,36.4674,88.57,87.7222,69.44,69.1111,0.304,0.34,22.6,19.2,5.6,8.6,34.9206,43.4783,7.9365,9.6618,86.7,89.2,2244,2350,29.2,20.9
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3116,0.3291,22.76,20.3889,8.23,7.7222,5.4874,5.9628,38.9448,42.156,88.68,89.6222,69.57,70.4778,0.311,0.326,18.5,22.2,4.9,9.2,38.835,35.3723,7.1845,9.8404,86.9,88.1,2453,2104,19.5,23.3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3149,0.3101,24.2778,25.77,8.7,7.61,6.1377,6.5859,41.3202,41.5633,89.2222,89.13,70.1444,69.49,0.324,0.328,17.0,21.8,4.8,9.1,39.6135,41.1392,9.6618,7.384,87.2,91.0,2350,2078,19.2,25.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2923,0.3002,20.5333,22.15,7.3444,6.89,3.6703,4.8399,33.179,35.9631,86.5778,87.99,68.5778,68.79,0.309,0.323,18.7,19.8,7.6,6.4,41.5217,36.0795,6.5217,8.2386,86.1,84.9,1964,2119,18.6,23.9
1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2995,0.3186,22.15,18.9333,6.63,6.4111,4.8238,5.3625,36.4533,37.9162,87.74,87.8333,68.29,69.3778,0.347,0.31,17.3,24.4,9.6,10.1,44.4444,35.5353,8.3951,9.3394,88.3,88.2,2187,2025,20.9,29.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3453,0.282,21.1556,25.0182,11.0111,7.8364,7.4258,3.9898,42.5693,33.4215,89.5778,86.3818,69.2778,68.8,0.314,0.295,26.5,26.3,7.7,8.9,40.9283,37.2434,10.9705,9.0909,90.6,91.2,2378,2438,30.1,29.9
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3151,0.3289,24.5667,20.6778,7.3556,8.7556,6.639,5.5821,43.2466,40.7704,90.0111,88.3,70.4778,68.7333,0.326,0.327,23.9,19.0,9.1,4.7,38.3592,36.3636,9.3126,10.2767,87.3,88.9,2598,2329,26.1,19.6
0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.3146,28.2778,25.25,7.5111,8.86,5.7478,4.9281,43.7237,37.7381,89.1333,87.9,70.1222,69.57,0.344,0.333,17.3,22.6,5.3,9.9,40.7407,43.0876,10.582,9.2166,88.2,91.6,2248,2224,17.1,24.9
1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3142,0.3157,22.7,22.1556,8.3556,9.5,4.9756,4.8585,40.2068,39.106,88.7333,87.8444,70.4778,68.3444,0.353,0.317,18.1,22.3,8.3,6.3,41.4918,38.6534,8.6247,7.98,86.6,88.5,2027,2159,21.0,21.3
1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3063,0.3263,20.1,23.1889,7.24,7.6111,4.0869,6.3601,37.4064,41.9037,87.23,89.2111,68.17,70.5444,0.357,0.305,18.2,21.2,6.9,7.9,46.6549,35.4839,8.2746,5.6926,85.7,92.4,2149,2233,22.4,22.0
1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0.3167,22.15,21.8889,8.95,8.4111,5.46,4.5495,37.2886,36.7444,88.08,87.4889,68.96,68.6556,0.306,0.293,20.0,20.3,6.4,5.8,36.2353,34.4704,6.3529,5.386,91.4,89.4,2040,2062,24.7,24.3
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3099,0.3156,25.73,17.3333,8.99,7.4333,5.5272,4.9787,40.8813,37.5343,88.9,87.4222,70.09,67.4556,0.299,0.293,24.3,27.8,6.3,8.4,41.2371,30.3297,9.6907,6.1538,90.9,89.2,2183,2302,24.4,29.3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3043,0.3094,19.88,23.0667,7.34,8.1333,4.577,5.5838,36.155,38.7871,87.06,88.5889,68.34,69.5889,0.328,0.32,22.1,20.5,9.0,5.6,37.1032,46.1912,7.5397,6.9692,86.4,89.0,2141,1947,21.7,20.8
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3122,0.3207,18.5667,21.6111,7.2222,7.9,5.1615,5.2553,39.6923,40.8821,88.5556,89.0333,70.0111,70.0667,0.341,0.289,22.5,18.5,6.9,9.4,40.9091,37.2603,9.6257,3.2877,89.7,91.5,2403,2315,23.5,19.8
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3179,0.3147,18.6111,23.4111,6.5778,8.3667,5.4097,5.1665,39.3343,38.9886,88.7444,88.4333,70.1222,69.4889,0.311,0.341,21.2,19.4,6.4,6.5,32.5153,39.1304,8.18,13.0435,86.7,88.1,1924,2160,23.3,25.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3094,0.3004,20.5889,23.5778,7.9111,8.4111,5.117,4.59,39.0012,36.6307,88.5444,87.5667,69.0444,68.0778,0.329,0.333,18.1,17.6,11.0,8.8,39.4102,41.8994,8.0429,8.5661,89.2,89.4,2364,2185,22.8,24.5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3126,0.315,22.73,22.68,8.41,6.16,5.3136,6.0956,38.4524,41.7574,88.43,89.22,69.88,70.81,0.286,0.284,25.1,23.1,4.0,6.1,39.2638,31.6456,8.589,6.6908,87.1,90.3,1997,2708,28.3,28.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3091,0.3196,24.0556,24.9889,8.7,7.0444,5.729,6.2615,40.3341,42.6767,88.9889,89.2889,69.4,70.4667,0.324,0.291,18.1,29.0,6.5,5.9,40.2154,38.8601,10.2334,10.1036,85.8,88.0,2098,2441,21.8,25.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3179,0.2961,20.2667,23.85,7.3222,6.25,5.1354,4.8243,39.2456,39.0047,88.8889,88.7,70.1667,70.03,0.279,0.306,26.9,21.2,6.1,7.2,34.3284,37.6699,8.3156,7.5728,86.7,89.2,2144,2073,29.0,21.6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3192,0.2919,20.7222,25.02,6.9889,6.15,5.6768,5.0161,38.8397,37.8922,89.0778,87.99,70.2556,69.63,0.297,0.333,25.6,13.2,5.3,11.1,37.4761,37.3239,8.2218,7.0423,90.1,85.2,2276,2233,27.0,23.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3001,0.3018,19.8111,24.23,8.3444,7.32,3.7689,5.1618,33.4205,36.9211,86.9111,88.41,67.6667,68.39,0.3,0.296,26.3,21.7,6.2,7.1,36.9427,43.7309,7.0064,5.5046,88.7,88.9,2431,2317,26.9,28.7
1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3068,0.3151,24.0818,19.9667,7.5364,6.2556,5.656,5.076,41.0984,38.1282,88.4818,88.1444,68.0727,69.6333,0.344,0.287,20.6,23.9,6.2,7.8,45.7516,45.0317,7.8431,5.2854,90.0,88.5,1822,2318,22.5,27.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3373,0.3048,20.7667,24.59,10.6889,10.01,7.1822,4.4857,42.1447,36.5063,89.6111,87.78,68.9222,68.74,0.34,0.297,16.7,19.6,8.9,3.5,39.9594,36.1377,6.6937,7.457,86.7,86.8,2392,2215,20.4,21.6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3137,0.3271,24.4667,18.5,7.6778,8.4556,6.5681,5.3549,42.7506,38.5797,89.8,88.1667,70.5889,68.8222,0.298,0.301,23.3,24.4,7.9,5.4,34.5756,39.3939,4.9689,8.1439,87.0,89.9,2277,2541,24.1,25.4
1,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3039,0.3125,29.2556,24.61,7.3333,7.89,6.3082,4.1932,44.2905,36.7438,89.2556,87.96,70.2667,69.13,0.344,0.271,16.7,27.7,5.5,9.3,41.22,32.5137,9.6118,5.1913,84.5,92.7,2196,2280,19.9,29.7
0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3194,0.314,22.3333,23.9,8.4111,10.1556,5.7792,4.5514,42.4178,38.3179,89.7889,87.5333,70.7889,68.8333,0.248,0.309,33.1,21.6,6.2,7.5,36.2745,39.4191,5.2288,7.2614,92.9,86.6,2140,2626,28.7,21.9
1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3052,0.3268,22.58,22.8889,7.74,7.8111,4.2323,6.4521,39.1534,42.4256,87.79,89.4,69.19,70.1667,0.316,0.328,24.7,19.8,8.9,9.0,38.055,42.6966,6.7653,7.3034,91.6,88.8,2257,2115,28.6,25.6
1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3348,0.3174,23.3556,22.0778,8.9222,8.3,6.4182,4.7045,40.7204,38.1443,88.7556,87.7111,69.4556,69.4556,0.281,0.3,24.6,23.9,5.9,6.1,38.8489,38.2456,6.4748,7.193,92.4,86.8,2161,2317,30.0,25.2
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3047,0.3108,21.83,22.8444,7.81,7.5667,4.9297,6.2278,34.4551,39.9419,86.94,88.8667,67.64,70.0444,0.334,0.338,21.3,20.0,7.4,9.6,41.6822,42.2492,9.7196,9.4225,90.3,89.4,2102,1822,23.4,24.6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3017,0.2967,25.46,21.93,7.84,8.71,5.1047,4.0147,40.8323,33.0346,88.79,87.13,69.72,66.81,0.306,0.341,24.4,9.4,6.3,3.4,41.8699,44.3946,8.5366,6.278,92.3,93.6,2121,2180,25.9,15.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3096,0.3115,23.58,21.56,8.02,6.09,5.5217,5.6313,39.342,40.4942,88.36,88.8,69.51,70.43,0.258,0.311,24.3,19.1,6.7,7.4,33.2454,38.4428,4.2216,7.056,88.7,89.5,2487,2281,23.7,24.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3029,0.3101,25.7778,25.77,8.6556,7.61,5.4939,6.5859,39.6786,41.5633,88.7667,89.13,69.7778,69.49,0.331,0.312,17.9,20.8,10.6,6.2,44.8819,41.7939,8.6614,5.7252,91.4,87.9,2332,2247,19.2,22.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2966,0.3002,19.4667,22.15,7.9889,6.89,3.4871,4.8399,32.4872,35.9631,86.4444,87.99,67.2222,68.79,0.352,0.292,18.8,29.9,9.7,5.9,44.6602,34.8668,8.7379,7.7482,88.1,87.1,1999,2336,24.0,32.1
1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2995,0.3057,22.15,23.0889,6.63,6.1,4.8238,4.5866,36.4533,37.1647,87.74,87.7444,68.29,69.1889,0.39,0.356,18.5,20.4,11.1,3.7,45.0382,30.0,13.7405,15.0,91.6,88.3,2235,2408,23.6,23.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0.2903,21.5333,25.0091,10.8111,7.3818,7.2471,4.5401,42.2673,35.3034,89.4667,86.7727,69.4222,69.3455,0.295,0.295,22.8,21.6,5.5,8.5,43.5644,42.0091,7.9208,7.3059,87.6,90.6,2293,2373,24.2,24.6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3051,0.3282,20.78,19.1444,7.34,8.7333,4.7249,5.6579,35.1912,40.2247,86.81,88.7,68.24,69.0444,0.309,0.315,23.1,20.1,10.9,5.1,37.2385,41.5948,6.2762,7.5431,89.1,91.1,2418,2228,25.7,18.2
1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2992,0.3114,23.2273,26.6444,7.1909,8.4667,5.2029,5.8052,38.8633,37.9215,87.9273,88.2778,67.7545,70.2222,0.333,0.337,17.4,19.5,9.0,6.6,34.9515,38.9262,7.767,10.4027,88.8,88.2,2149,2338,20.7,21.4
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0.3213,20.98,22.0222,7.37,9.6556,4.0352,4.8438,37.377,38.7224,87.33,87.8111,68.29,69.6556,0.346,0.304,26.5,27.6,5.9,9.3,36.3636,36.9128,9.0909,8.7248,90.2,89.3,2106,2277,24.2,31.1
1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3063,0.3249,26.8,22.2,7.0,7.8333,6.3519,6.0705,42.0902,41.4416,88.9222,89.2444,70.4333,70.2778,0.368,0.3,16.3,24.9,3.8,8.5,36.8,37.8378,8.0,7.4844,88.1,88.0,2155,1994,18.8,26.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2994,0.3529,24.5556,20.67,8.0444,7.02,4.8464,5.7047,37.6166,48.8924,88.1556,90.51,68.8778,70.69,0.343,0.297,20.0,23.2,10.8,6.4,39.4231,34.3318,7.2115,5.0691,86.1,85.4,2291,1887,21.1,21.9
