h_team_wins,day_night,LAN,SDN,COL,ARI,WAS,CIN,SLN,PIT,MIA,SFN,ANA,BAL,DET,CHA,NYA,HOU,MIN,KCA,CLE,OAK,BOS,SEA,TOR,TBA,CHN,TEX,MIL,NYN,ATL,PHI,SEO01,PHO01,CIN09,LOS03,MIA02,SAN02,BAL12,CHI12,HOU03,KAN06,OAK01,SEA03,STP01,ARL03,NYC20,PHI13,CHI11,WAS11,MIL06,STL10,MIN04,ATL03,DEN02,PIT08,SFO03,ANA01,DET05,NYC21,CLE08,TOR02,BOS07,MEX02,LON01,BIR01,WIL02,v_batting_xwoba,h_batting_xwoba,v_batting_k_percent,h_batting_k_percent,v_batting_bb_percent,h_batting_bb_percent,v_batting_barrels_per_pa_percent,h_batting_barrels_per_pa_percent,v_batting_hardhit_percent,h_batting_hardhit_percent,v_batting_launch_speed,h_batting_launch_speed,v_batting_bat_speed,h_batting_bat_speed,v_pitching_xwoba,h_pitching_xwoba,v_pitching_k_percent,h_pitching_k_percent,v_pitching_bb_percent,h_pitching_bb_percent,v_pitching_hardhit_percent,h_pitching_hardhit_percent,v_pitching_barrels_per_bbe_percent,h_pitching_barrels_per_bbe_percent,v_pitching_velocity,h_pitching_velocity,v_pitching_spin_rate,h_pitching_spin_rate,v_pitching_swing_miss_percent,h_pitching_swing_miss_percent
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3042,0.3222,22.5111,19.1556,9.5111,6.7444,3.975,5.8579,35.3458,42.0201,86.9667,89.6222,68.4444,70.9889,0.339,0.3,18.9,21.7,5.9,5.6,42.0152,38.9632,8.7452,8.0268,88.7,87.2,2104,2591,19.3,22.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2995,0.3176,27.5,21.6889,8.67,8.2,4.9356,5.651,40.3664,39.4107,88.86,89.0556,68.86,70.3111,0.368,0.279,14.7,26.9,7.1,6.1,46.0396,34.3284,9.901,8.3156,90.4,86.7,2231,2144,21.9,29.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.328,0.3387,20.7,20.5111,7.9778,9.9778,6.2808,6.6943,41.8099,41.9006,89.3667,89.4333,70.2111,70.3778,0.301,0.302,18.7,26.8,6.8,12.1,32.526,37.3684,6.9204,9.4737,87.7,93.0,2405,2275,21.3,29.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3039,0.3026,21.2222,24.4889,7.9778,8.6222,4.8065,5.3806,37.7726,39.4867,88.1444,88.7333,68.6556,69.8556,0.323,0.335,15.2,12.9,8.0,5.3,39.7143,35.2751,7.7143,6.7961,91.6,87.0,2129,2117,23.1,16.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2891,0.2895,22.6,22.3,7.0333,8.1818,4.2018,3.3957,38.8607,34.1193,87.4111,86.8909,68.9222,68.8091,0.329,0.297,24.3,19.6,12.4,3.5,35.1852,36.1377,9.7222,7.457,87.9,86.8,2555,2215,24.8,21.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3179,0.3322,26.78,23.4333,6.9,7.9667,6.2693,6.9602,42.4181,45.0387,88.69,90.6,70.75,71.4,0.291,0.261,29.0,32.1,5.9,5.6,38.8601,31.1628,10.1036,5.5814,88.0,87.1,2441,2216,25.6,31.0
0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3362,0.3038,15.9111,23.22,7.2778,8.0,5.568,4.9411,39.5834,37.3538,89.1667,87.81,68.4556,68.74,0.283,0.315,29.4,23.7,8.5,7.4,38.5928,36.7876,8.5288,9.3264,90.9,88.7,2672,2344,32.4,25.7
0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3424,0.3008,20.1111,23.1333,9.1,8.4667,6.4869,4.3689,42.1875,35.2737,89.6889,86.5,70.1778,67.9889,0.347,0.346,15.5,16.3,7.8,7.7,41.0448,42.6923,5.9701,7.6923,86.2,93.0,2118,2522,26.9,22.1
0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3168,0.2914,22.0778,26.6,7.9111,6.7111,5.931,5.0934,40.7077,38.0939,89.1222,88.0222,70.2778,69.9111,0.338,0.325,20.0,18.0,9.6,9.7,42.2492,36.8687,9.4225,6.0606,89.4,89.1,1822,2117,24.6,22.0
1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3012,0.3383,22.16,20.2444,6.15,9.2333,5.0831,6.1247,37.9077,41.3528,88.08,89.2,68.93,69.2222,0.316,0.306,21.9,20.0,6.3,6.4,38.189,36.2353,8.2677,6.3529,90.4,91.4,2212,2040,26.1,24.7
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0.3263,21.8909,22.5222,7.3182,7.9556,4.2271,5.5582,35.1602,42.3378,86.7273,89.0222,67.8909,70.5444,0.328,0.3,22.1,23.9,9.0,6.1,37.1032,38.2456,7.5397,7.193,86.4,86.8,2141,2317,21.7,25.2
0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2928,0.3066,25.7111,25.0778,7.6222,8.1889,4.4348,5.5968,39.177,38.85,88.6889,88.4444,68.0,70.7,0.312,0.353,20.9,18.1,9.0,8.3,44.3038,41.4918,6.6456,8.6247,94.3,86.6,2060,2027,23.7,21.0
0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0.2857,22.1778,20.02,7.2444,6.54,6.16,3.1602,41.7216,33.6797,89.1222,85.92,70.4667,67.1,0.257,0.322,32.5,20.6,9.2,6.7,28.5714,38.8889,6.5934,8.1197,91.2,87.7,2431,1991,26.9,22.3
1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3044,0.2832,24.6444,22.6667,7.0556,6.7111,5.485,4.2057,38.4147,33.7489,88.8333,86.5556,69.9,68.6333,0.296,0.3,21.7,26.3,7.1,6.2,43.7309,36.9427,5.5046,7.0064,88.9,88.7,2317,2431,28.7,26.9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3106,0.3112,24.5333,18.2111,9.3667,6.7222,4.4146,4.7442,39.6991,39.1203,87.9,88.5556,69.5,69.7556,0.305,0.332,20.7,22.1,8.5,7.1,38.8393,41.6667,8.0357,7.9545,91.1,87.8,2062,2343,27.1,25.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3082,0.3108,26.45,21.6111,8.79,7.3333,5.6497,5.1616,41.6894,39.0146,89.23,88.8889,70.18,69.8444,0.288,0.336,22.9,20.6,3.0,5.5,36.2676,43.1095,8.0986,9.894,91.9,87.2,2148,2088,24.1,24.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3313,0.3444,17.7222,20.8889,7.4556,10.1222,5.7805,7.0964,39.264,42.8436,88.5333,89.8444,69.5222,70.4444,0.311,0.314,27.1,26.5,10.1,7.7,39.8458,40.9283,7.7121,10.9705,87.6,90.6,2443,2378,27.7,30.1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2968,0.3051,21.4556,24.1889,6.3111,8.7222,5.3718,5.7668,38.3465,39.3171,88.3778,88.4778,69.4444,69.0556,0.329,0.324,18.1,18.1,11.0,6.5,39.4102,40.2154,8.0429,10.2334,89.2,85.8,2364,2098,22.8,21.8
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2884,0.3112,21.6444,25.5444,7.6,8.9556,3.8458,6.1782,36.1355,40.2251,87.5556,89.2778,68.5444,69.9667,0.376,0.257,17.9,24.4,9.8,9.7,44.6281,26.9939,9.9174,4.2945,91.4,90.9,2411,2259,27.9,26.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2838,0.2784,22.66,24.1833,6.21,6.525,4.8738,3.8467,39.6566,34.2529,88.66,86.6333,69.85,69.3,0.333,0.309,17.4,21.6,8.8,7.5,37.3796,39.4191,8.0925,7.2614,85.4,86.6,2174,2626,22.7,21.9
0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3223,0.2879,22.8444,25.3333,9.1667,8.2556,5.3738,4.0252,39.2815,34.5353,87.9333,86.6,69.5,68.8556,0.327,0.271,19.0,27.7,4.7,9.3,36.3636,32.5137,10.2767,5.1913,88.9,92.7,2329,2280,19.6,29.7
1,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3014,0.2903,24.36,25.9444,8.7,7.2111,4.6402,4.7358,37.766,38.3076,86.96,88.1667,68.61,69.9222,0.358,0.351,20.2,16.6,8.4,10.5,48.4848,41.2017,8.4848,7.2961,91.7,88.7,2005,1856,25.2,21.6
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2936,0.3181,22.52,22.9444,7.5,10.0111,3.8303,4.9995,34.6322,39.3041,87.06,88.1333,68.15,69.5778,0.297,0.317,30.1,22.3,5.8,6.3,37.8824,38.6534,8.9412,7.98,88.1,88.5,2528,2159,29.8,21.3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3137,0.302,19.6111,23.02,6.5111,9.16,5.855,4.3123,40.546,35.4382,88.5222,88.04,70.5444,67.15,0.311,0.314,21.2,27.9,6.4,9.7,32.5153,39.2562,8.18,10.7438,86.7,87.9,1924,2119,23.3,29.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2994,0.2918,19.0667,22.68,6.9778,6.89,4.495,4.6876,34.8811,38.6694,87.2556,88.48,68.5444,69.28,0.309,0.306,18.7,21.2,7.6,7.2,41.5217,37.6699,6.5217,7.5728,86.1,89.2,1964,2073,18.6,21.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3114,0.3107,28.3889,20.7111,9.1889,7.7,5.5109,4.6079,40.2062,37.3629,88.4222,88.1333,68.9444,69.1333,0.276,0.297,27.4,25.6,4.5,5.3,39.2989,37.4761,7.1956,8.2218,90.3,90.1,1859,2276,31.7,27.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3258,0.3444,19.2333,20.8889,7.2556,10.1222,5.5141,7.0964,39.0006,42.8436,88.6333,89.8444,70.1,70.4444,0.31,0.34,24.4,16.7,10.1,8.9,35.5353,39.9594,9.3394,6.6937,88.2,86.7,2025,2392,29.0,20.4
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3017,0.2919,21.4556,25.1556,7.7333,7.0889,5.2402,4.6972,37.5519,38.8679,88.2667,88.2556,69.1222,69.7111,0.332,0.344,19.5,16.7,6.2,5.5,42.1538,41.22,8.6154,9.6118,91.0,84.5,2129,2196,23.8,19.9
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0.3025,20.39,24.9727,7.19,6.5182,4.6284,5.6231,46.2084,41.1675,89.57,88.7182,70.34,68.7182,0.297,0.347,23.2,17.3,6.4,9.6,34.3318,44.4444,5.0691,8.3951,85.4,88.3,1887,2187,21.9,20.9
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2957,0.3143,20.93,22.7,7.93,10.0,3.503,4.5675,34.6855,38.5859,87.03,87.7111,67.85,69.0,0.34,0.265,21.3,14.0,8.6,0.9,39.2655,24.4681,10.452,2.1277,89.8,87.8,2448,2244,24.1,21.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3294,0.3213,23.4667,22.5778,7.9111,7.8111,7.0065,6.2978,44.0783,41.5174,90.3,88.7111,71.4444,70.1444,0.326,0.327,23.9,18.8,9.1,8.8,38.3592,38.189,9.3126,6.6929,87.3,86.1,2598,1971,26.1,22.2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.306,0.3126,20.6,25.3333,8.29,8.2333,4.4847,6.4168,35.1849,41.2103,87.65,89.3,68.94,70.6222,0.34,0.311,19.4,26.2,9.9,7.6,39.7753,44.5122,8.764,9.7561,87.4,92.4,2045,2514,17.9,30.2
1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3457,0.3362,22.9889,15.9111,9.7667,7.2778,6.9452,5.568,43.6705,39.5834,89.9667,89.1667,69.8667,68.4556,0.254,0.293,32.2,27.8,6.7,8.4,40.0631,30.3297,8.5174,6.1538,92.2,89.2,2632,2302,30.9,29.3
0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2972,0.3053,24.0889,25.11,8.3889,8.13,4.4788,5.3348,36.6635,38.8104,87.3222,87.73,69.1778,69.41,0.31,0.32,19.5,20.5,8.7,5.6,33.4928,46.1912,9.3301,6.9692,88.3,89.0,2381,1947,22.6,20.8
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3189,0.2953,18.9333,23.23,6.3889,9.9,5.5218,4.2969,40.1417,32.8946,88.5333,86.97,69.8,68.06,0.341,0.333,22.5,17.6,6.9,8.8,40.9091,41.8994,9.6257,8.5661,89.7,89.4,2403,2185,23.5,24.5
1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3254,0.3262,20.0667,21.0667,8.2111,7.6111,5.6761,6.0796,41.3084,41.9881,89.2889,89.4,70.2333,70.7556,0.301,0.364,24.4,15.9,5.4,5.7,39.3939,40.8971,8.1439,12.6649,89.9,86.0,2541,2031,25.4,17.0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2921,0.3188,19.67,26.54,7.25,6.86,3.2291,6.1987,33.3962,41.672,85.88,88.49,66.7,70.57,0.357,0.312,18.2,20.8,6.9,6.2,46.6549,41.7939,8.2746,5.7252,85.7,87.9,2149,2247,22.4,22.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2899,0.2951,23.26,22.31,6.55,6.76,4.3968,4.6949,34.6507,38.8709,87.17,88.61,69.22,69.37,0.333,0.263,19.9,35.1,7.4,5.5,38.75,38.7931,8.125,9.1954,87.4,93.9,2094,2500,22.7,33.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3368,0.2887,18.4556,24.23,7.9,7.54,5.9703,4.357,41.1082,38.4905,89.2222,88.5,69.8778,70.01,0.287,0.334,23.9,17.3,7.8,6.4,45.0317,44.6064,5.2854,7.8717,88.5,89.9,2318,2051,27.2,22.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3184,0.3091,24.0,26.62,8.7556,8.7,6.3036,5.7543,41.2397,41.4528,89.4444,89.19,70.1444,70.1,0.329,0.257,18.7,21.4,6.6,2.8,35.6223,35.2113,8.1545,4.7887,87.0,92.3,2247,2242,23.5,23.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3387,0.2855,20.5111,22.9909,9.9778,7.9364,6.6943,3.6703,41.9006,34.2216,89.4333,86.8909,70.3778,69.1545,0.3,0.315,26.4,26.5,8.2,8.1,38.009,42.8954,5.8824,10.1877,89.4,92.1,2820,2095,29.4,27.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3086,0.2938,18.6444,21.2636,7.0889,7.8818,4.231,3.752,36.3906,31.7223,87.7444,85.9364,68.5222,66.7091,0.264,0.298,27.3,27.9,4.3,6.0,36.6391,45.0413,8.5399,9.7107,90.2,90.4,2275,2277,26.6,29.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3006,0.2928,20.7444,27.2556,7.4556,6.8333,4.6688,5.1845,38.1692,38.8991,88.2333,88.2,68.7,69.9222,0.325,0.32,23.0,19.9,5.8,7.5,40.1247,36.7677,8.316,6.4646,87.1,89.8,2387,2287,26.3,23.9
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3316,0.3012,19.16,22.16,6.61,6.15,4.0199,5.0831,43.742,37.9077,88.89,88.08,69.45,68.93,0.396,0.33,15.2,20.9,9.7,8.1,46.2898,41.1458,13.4276,9.8958,87.0,89.7,2011,2173,16.7,29.6
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3217,0.3026,21.5444,25.6778,8.0333,9.1667,5.2917,4.6489,39.0575,39.1911,88.3444,87.7222,69.5,69.2333,0.338,0.304,20.9,27.6,9.3,9.3,39.0782,36.9128,9.2184,8.7248,86.6,89.3,2196,2277,25.9,31.1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3322,0.3213,23.4333,22.5778,7.9667,7.8111,6.9602,6.2978,45.0387,41.5174,90.6,88.7111,71.4,70.1444,0.298,0.323,23.3,19.8,7.9,6.1,34.5756,35.6643,4.9689,10.4895,87.0,89.9,2277,2223,24.1,21.6
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3103,0.3142,23.57,24.3333,8.56,8.4667,5.1308,6.0356,38.5853,40.4879,88.52,88.6778,69.13,70.2111,0.258,0.248,24.3,33.1,6.7,6.2,33.2454,36.2745,4.2216,5.2288,88.7,92.9,2487,2140,23.7,28.7
0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3457,0.3224,22.9889,18.6222,9.7667,7.1,6.9452,4.9451,43.6705,38.5694,89.9667,88.4444,69.8667,68.0333,0.334,0.313,16.7,21.3,11.4,6.4,43.131,35.0,7.9872,7.0455,88.4,83.0,2031,1422,21.1,20.8
1,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2972,0.3163,24.0889,23.0444,8.3889,7.5667,4.4788,6.0841,36.6635,39.4874,87.3222,88.8889,69.1778,70.0444,0.299,0.373,24.7,18.3,7.5,8.9,37.9747,40.8333,8.2278,10.0,89.7,89.0,2364,2211,28.1,16.4
