player_id,player_name,xwoba,k_percent,bb_percent,barrels_per_pa_percent,hardhit_percent,launch_speed,bat_speed
543257,"Grossman, Robbie",0.292,23.7,13.9,2.0408163265306123,27.631578947368425,86.3,65.8
670242,"Wallner, Matt",0.358,36.4,9.2,8.42911877394636,53.17460317460318,92.8,74.8
670764,"Walls, Taylor",0.252,26.6,12.3,1.984126984126984,24.025974025974023,85.5,64.9
595879,"Báez, Javier",0.264,24.0,3.8,5.555555555555555,39.80582524271845,88.3,73.1
677649,"Duran, Ezequiel",0.251,22.2,4.6,2.464788732394366,35.92233009708738,86.8,69.7
676801,"McCormick, Chas",0.285,27.0,6.4,4.868913857677903,32.758620689655174,84.8,68.4
694388,"Loperfido, Joey",0.254,36.3,5.0,2.2900763358778624,34.66666666666667,87.6,70.7
669234,"Malloy, Justyn-Henry",0.267,37.0,10.0,5.652173913043479,37.81512605042017,87.6,66.8
671213,"Casas, Triston",0.332,31.9,10.9,7.563025210084033,45.18518518518518,90.2,72.4
543685,"Rendon, Anthony",0.286,14.7,9.7,1.680672268907563,37.142857142857146,87.9,66.6
642708,"Rosario, Amed",0.292,17.5,2.5,3.636363636363636,36.86635944700461,86.8,69.9
641432,"Calhoun, Willie",0.305,12.3,8.7,2.371541501976284,37.68844221105528,89.0,68.6
643396,"Kiner-Falefa, Isiah",0.287,13.2,4.6,1.7793594306049825,26.666666666666668,83.9,65.2
668885,"Martin, Austin",0.297,18.3,7.8,0.7782101167315175,33.51063829787234,86.0,63.7
665839,"Valdez, Enmanuel",0.304,23.8,7.6,6.278026905829597,41.830065359477125,89.0,68.8
628451,"Ibáñez, Andy",0.268,25.8,6.1,3.278688524590164,33.12883435582822,88.1,68.3
676369,"Velázquez, Nelson",0.304,26.5,8.3,5.652173913043479,38.095238095238095,88.2,72.0
682177,"Schneemann, Daniel",0.277,31.7,11.3,2.7149321266968327,38.095238095238095,88.5,69.3
666150,"Fletcher, Dominic",0.244,24.2,4.2,1.25,26.785714285714285,83.5,64.7
624431,"Trevino, Jose",0.267,17.5,8.5,3.8461538461538463,35.08771929824561,87.8,67.5
641658,"Hampson, Garrett",0.242,25.7,5.7,3.0434782608695654,30.37974683544304,83.8,65.4
571657,"Farmer, Kyle",0.292,20.4,7.1,3.75,29.761904761904763,87.7,64.9
645302,"Robles, Victor",0.336,16.8,6.1,4.961832061068702,29.6875,82.3,63.0
543510,"McCann, James",0.313,24.0,5.6,6.008583690987124,37.65432098765432,87.1,68.5
680718,"Barger, Addison",0.291,26.7,6.2,5.777777777777778,38.25503355704698,88.3,72.6
663757,"Grisham, Trent",0.305,27.4,10.1,7.211538461538461,46.400000000000006,87.9,67.5
677870,"Jiménez, Leo",0.311,28.1,5.7,4.761904761904762,33.33333333333333,86.7,67.6
518934,"LeMahieu, DJ",0.299,15.4,8.3,4.385964912280701,37.57225433526011,88.2,65.2
702616,"Holliday, Jackson",0.258,33.2,7.2,4.807692307692308,45.08196721311475,89.3,68.7
663853,"Gonzalez, Romy",0.313,26.9,5.6,5.555555555555555,51.03448275862069,91.0,72.6
622761,"Mateo, Jorge",0.271,23.1,4.8,2.8846153846153846,34.899328859060404,86.2,69.7
608671,"Jankowski, Travis",0.241,21.3,5.8,0.4830917874396135,24.65753424657534,84.3,64.7
595281,"Kiermaier, Kevin",0.227,30.4,4.6,2.7649769585253456,30.714285714285715,83.9,66.8
691016,"Soderstrom, Tyler",0.348,25.0,9.0,9.433962264150944,49.63503649635037,91.9,72.8
667452,"Julks, Corey",0.265,26.5,7.9,2.1164021164021163,29.03225806451613,84.9,69.2
642136,"Thaiss, Matt",0.291,31.2,15.1,4.301075268817205,40.0,86.2,70.2
