"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
432,663158,"Suarez, Robert",432,100,0.139,0.03,0.203,0.168,0.176,0.295,0.233,14,101,90,18.9,2238,96.1,96.55,52,238,194,0.4000000000000057,6.81,117,149,123,149,298,322,296,"11.553","-11.553","68.4","6.8",110,70,11,3,0,0,32,29.1,8,7.3,1.21611,1.28794,0.87451,-0.02595,"91.3",170,44.285714285714285,8.571428571428571,5.454545454545454,6.17,-1.03,-0.15,2.44,0.202,6,"-2.674305556",0.29,0.386,"2.674305556",-0.094,-0.08799999999999997,-0.218,-0.119,21.8,"45.6",5.927969309341565,3.1299204821305784,32.37321150614404,0.4336283185840708,36.85987386568804,26.18847091731422
399,606996,"Hart, Kyle",399,100,0.282,0.291,0.266,0.573,0.379,0.346,0.268,29,103,88,20.8,2276,85.3,85.11,31,184,215,-0.20000000000000284,6.35,116,151,123,148,300,325,295,"-6.088","6.088","70.4","7.3",110,87,15,6,0,8,17,15.5,6,5.5,2.51837,0.66269,0.24504,-0.32093,"92.1",187,41.37931034482759,9.195402298850574,7.2727272727272725,5.57,2.76,0.13,2.18,0.318,8,"1.525814536",0.307,0.507,"-1.525814536",0.014,0.01100000000000001,0.066,0.033,16.8,"34.5",9.29439353943748,-4.210371001541105,33.137655735693485,0.5263157894736842,37.73775459273281,32.33724114551208
388,670970,"Morejon, Adrian",388,100,0.21,0.08,0.27,0.29,0.233,0.235,0.215,21,100,83.2,5.6,2485,94.5,94.12,43,190,198,-0.4000000000000057,6.32,111,149,119,147,301,323,295,"5.709","-5.709","67.7","6.8",108,78,16,3,1,1,26,24.1,4,3.7,1.89379,0.69907,0.69546,-0.19237,"90.9",139,26.923076923076923,3.8461538461538463,2.7777777777777777,5.91,2.34,-0.05,2.62,0.238,3,"-1.471391753",0.244,0.285,"1.471391753",-0.005,-0.006000000000000005,0.005,-0.002,22.6,"43.5",4.928750829079442,5.574933081648496,32.137125584216534,0.3756906077348066,35.722654254723544,26.14503004067372
286,669308,"Reynolds, Sean",286,100,0.222,0.175,0.244,0.397,0.31,0.384,0.279,14,63,88.3,6.2,2387,90.9,91.51,28,122,164,0.5999999999999943,6.72,117,150,124,150,304,326,296,"-2.208","2.208","68.4","7.1",70,48,9,2,0,3,15,21.4,5,7.1,2.10612,0.69836,0.11612,-0.1436,"91.7",176,43.75,12.5,8.571428571428571,6.55,-1.47,0.19,2.55,0.3,6,"0.772027972",0.351,0.551,"-0.772027972",-0.057,-0.05099999999999999,-0.154,-0.074,23,"39.5",8.229172147029415,3.2921788400050476,31.37116068089203,0.5263157894736842,38.39797682530056,27.810026040417817
220,686701,"Bergert, Ryan",220,100,0.167,0.104,0.179,0.271,0.254,0.321,0.216,8,48,87.6,20,2482,91,91.34,17,97,123,0.29999999999999716,6.57,113,150,118,150,302,320,295,"3.038","-3.038","70.5","7.3",55,40,5,2,0,1,8,14.5,6,10.9,1.78309,0.99227,0.19527,-0.00482,"90.6",194,30,5,3.6363636363636362,5.94,-1.79,0.21,2.28,0.273,2,"-1.380909091",0.316,0.415,"1.380909091",-0.049,-0.04299999999999998,-0.144,-0.067,17.5,"51.3",9.681754523163,-0.2099624643192478,29.778171768132623,0.5268817204301075,38.553781427269215,28.39122915271539
112,670810,"Gillaspie, Logan",112,100,0.269,0.115,0.286,0.385,0.352,0.413,0.317,7,26,92.1,6.4,2134,90.1,90.14,10,54,58,0,6.31,114,149,123,149,305,327,296,"-0.756","0.756","68.4","6.8",31,22,6,0,0,1,4,12.9,4,12.9,2.18116,0.64491,0.22875,-0.08232,"91.8",172,45.45454545454545,4.545454545454546,3.225806451612903,5.74,-0.58,0.14,2.33,0.387,1,"0.675",0.427,0.521,"-0.675",-0.048,-0.03999999999999998,-0.136,-0.061,18.5,"45.7",4.537147113292986,8.080381221855705,34.49747465616445,0.40384615384615385,36.97174627495366,24.62814481402751
91,688158,"Morgan, David",91,100,0.2,0.3,0.2,0.5,0.316,0.273,0.212,4,20,94.5,25.5,2425,90.2,89.79,12,54,37,-0.4000000000000057,6.11,118,151,125,150,301,328,299,"0.33","-0.33","70.3","7.1",21,12,2,0,0,2,8,38.1,1,4.8,2.60044,0.26822,-0.12363,0.09747,"91.0",150,58.333333333333336,16.666666666666664,9.523809523809524,5.51,-2.01,0.06,2.49,0.238,2,"-0.362637363",0.249,0.386,"0.362637363",-0.012,-0.01100000000000001,0.114,0.043,22.2,"37.1",10.000556264993193,-7.851363102865554,29.01035839746132,0.4807692307692308,37.377769334751804,31.986703797861388
81,678316,"Cruz, Omar",81,100,0.267,0.067,0.4,0.333,0.334,0.297,0.205,4,15,98.7,21.8,2242,88.1,87.88,12,32,49,-0.19999999999998863,6.44,118,149,123,149,299,327,298,"0.115","-0.115","68.8","6.9",18,10,3,1,0,0,5,27.8,3,16.7,2.12667,0.88827,0.73346,-0.17568,"95.2",183,70,0,0,5.93,1.31,0.09,2.67,0.389,0,"-0.141975309",0.337,0.31,"0.141975309",0.062,0.05199999999999999,0.023,0.037,37.5,"49.0",9.476558081236684,1.5074122747015277,29.98997528345647,0.4,37.55443002313175,30.84184145028557
25,699134,"Rodriguez, Bradgley",25,100,0,0,0,0,0.236,0.281,0.074,0,4,68.9,35.3,2132,94.3,93.95,1,6,19,-0.29999999999999716,6.34,110,148,120,150,295,329,296,"0.376","-0.376","64.0","6.9",6,3,0,0,0,0,1,16.7,1,16.7,1.5544,1.0572,0.99,-0.0676,"88.8",48,0,0,0,5.81,-0.65,-0.05,2.63,0.333,0,"-1.504",0.383,0.074,"1.504",-0.074,-0.04999999999999999,-0.074,-0.045,16.7,"43.7",14.558102490498293,-3.093767292602471,35.53477150038817,0.6666666666666666,28.211619436577877,29.128479189775554
18,642180,"Wade, Tyler",18,100,0.4,0.2,0.4,0.6,0.475,0.425,0.397,2,5,92,8.2,1379,52.6,50.59,0,5,13,-2,4.36,123,149,130,151,296,318,292,"-0.938","0.938","73.3","7.3",6,5,1,1,0,0,0,0,1,16.7,7.54722,1.24889,-0.09529,-0.19412,"95.2",100,60,0,0,6.77,-0.97,0.02,3.44,0.5,0,"5.211111111",0.498,0.456,"-5.211111111",0.003,0.0020000000000000018,0.144,0.05,0,"51.4",16.32460949325145,-13.919865993413222,27.063918567831152,0.75,33.33260092073989,39.00418371096053
