v_team,h_team,v_score,h_score,day_night,park_id,v_starting_pitcher_name,h_starting_pitcher_name,v_player_1_name,v_player_2_name,v_player_3_name,v_player_4_name,v_player_5_name,v_player_6_name,v_player_7_name,v_player_8_name,v_player_9_name,h_player_1_name,h_player_2_name,h_player_3_name,h_player_4_name,h_player_5_name,h_player_6_name,h_player_7_name,h_player_8_name,h_player_9_name
LAN,SDN,8,7,N,SAN02,Dustin May,Nick Pivetta,Shohei Ohtani,Mookie Betts,Freddie Freeman,Teoscar Hernandez,Will Smith,Max Muncy,Andy Pages,Tommy Edman,Hyeseong Kim,Fernando Tatis,Luis Arraez,Manny Machado,Jackson Merrill,Gavin Sheets,Xander Bogaerts,Jake Cronenworth,Tyler Wade,Elias Diaz
